TipDisplacementToLength,IntermediateReactionForce,FinestReactionForce,FinestReactionRelativeChange
0.005000000000000001,0.18927374115334922,0.18887546018815787,0.002108696200102314
0.010000000000000002,0.3768802315929478,0.37599672402376894,0.002349774646236079
0.015000000000000001,0.5607030609307125,0.5591382884159498,0.002798542949358301
0.025000000000000005,0.903614401229101,0.8995021617858503,0.00457168378015494
0.03499999999999999,1.1829194481900944,1.1742808699328757,0.007356483851867992
