Id,File,Width,Height,FrameRate,Frames,DurationSeconds,ModelScope,DataRecords,Sha256
S1,videos/Video_S1_Biomimetic_Deployable_Wing_Flight.mp4,1920,1080,25.0,365,14.6,historical reduced-coordinate simulation,data/19_video_s1/D0586.npz;data/19_video_s1/D0587.json;data/19_video_s1/D0588.csv,93255e5d0202f41a84a891e464b60ced6283bd1307f52f22e4bfbbda7db93afa
S2,videos/Video_S2_Mixed_Dimensional_Rod_Shell_Comparison.mp4,1920,1080,25.0,125,5.0,historical one-way structural load replay,data/20_video_s2/D0589.npz;data/20_video_s2/D0590.json;data/20_video_s2/D0591.csv,5209010b72e32715a7cc409e36af763b28158b5435cb1d4f9b400f11ac574ddd
