source_time_s,source_lift_n,applied_lift_n,old_tip_bending_m,new_tip_bending_m,old_twist_rad,new_twist_rad,old_camber_proxy_m,new_camber_proxy_m,newton_residual,newton_iterations,interface_gap,relative_energy_error,relative_energy_before_impact_accounting,impact_event_count
3.4999999999999982,15.252596689483928,15.252596689483928,-0.011975515130758948,0.05139927566371235,0.018876590899853368,0.05489224274243962,0.0008946264454025491,0.018955299708270843,1.8573111511074795e-12,3,1.522623030383978e-23,0.0026233611166993735,0.0026233611166993735,0
3.529999999999998,16.048461392117204,16.048461392117204,-0.00874438835172958,0.025520688975609464,0.01680298376856444,0.045831213782971864,0.0012419535744772102,0.018304189695843236,2.327461973156414e-13,3,2.168404344971009e-19,0.0024052156878303895,0.0024052156878303895,0
3.559999999999998,20.558238918359326,20.558238918359326,-0.004982702690734855,0.013883920982546111,0.015298093099492626,0.05030198583896277,0.0011033033740401631,0.02186951819477131,2.710869064787358e-12,3,1.4473705001658272e-22,0.0003866102104129816,0.0003866102104129816,0
3.5899999999999976,21.64788600567442,21.64788600567442,-0.0032592021887125015,0.026659572220121008,0.019323657398312735,0.07124059657204504,0.0006778145397065554,0.02890662791798708,5.279260646373615e-10,8,7.002136299206726e-21,0.003947942266962426,0.003970781983732997,1
3.6199999999999974,18.11475448169017,18.11475448169017,-0.005340897688572978,0.06180061949292545,0.031148794796009027,0.09378118204302331,0.00014978330966598883,0.03486604248891774,3.1185336106000217e-11,3,4.2201507446341865e-22,0.019401817819797103,0.0194018178197953,0
3.6499999999999972,14.90374197721775,14.90374197721775,-0.01073278972479784,0.10119339071014909,0.04812099493296652,0.09817883552969167,-0.00032086715447526034,0.0349516194766249,5.153624164597011e-11,3,1.3788999035192621e-17,0.012821852315439681,0.012821852315439681,0
3.679999999999997,15.610086525059723,15.610086525059723,-0.017496083177677223,0.12232737821073426,0.06543644316268393,0.08549294745716948,-0.0004933989408762773,0.029312909126645956,2.504558232666603e-10,3,1.734723475976807e-18,0.00027490093311026756,0.00027490093311026756,0
3.709999999999997,17.880577256990904,17.880577256990904,-0.02332191451449161,0.1135986712142523,0.078667950833868,0.0735453952179658,-0.0002027973727660047,0.023536950390860636,2.491938978872097e-09,3,3.8842969286260945e-21,0.006057052573040898,0.006057052573040898,0
3.7399999999999967,17.859907396754792,17.859907396754792,-0.02583268292000235,0.07974197665595886,0.08299243531932489,0.0705818610538693,0.0003692223838910984,0.022457036735016908,1.7092110240468187e-09,3,3.209517075482871e-21,0.00022488795288200171,0.00022488795288200171,0
3.7699999999999965,15.92201415956246,15.92201415956246,-0.02423778610488005,0.03738737457701814,0.0761356734938008,0.06786467070445927,0.0007928028863842839,0.02466935488312598,1.1192598817972554e-10,3,3.3803630108010292e-21,0.0071828081164475675,0.0071828081164475675,0
3.7999999999999963,13.526807096892979,13.526807096892979,-0.019445507884063844,0.0049298748711422875,0.059257151615996845,0.05648240189828619,0.0006581452060142,0.025238787010646566,2.3703582732570795e-09,3,5.421010862427522e-20,0.007006941763853635,0.007006941763853635,0
3.829999999999996,11.401650021631122,11.401650021631122,-0.013175666395318673,-0.007756331554621691,0.035667674719660536,0.04048755142233022,-0.000247173359752576,0.02116836261065759,1.4260128405177586e-08,3,5.257701343376707e-21,0.005723845604741798,0.005723845604741798,0
3.859999999999996,9.872447540800815,9.872447540800815,-0.007286748199945373,-0.002013982724093642,0.009689352369650526,0.02924321756137812,-0.0018718550781113524,0.013721824091226761,1.0871667386596004e-08,3,1.3010426069826053e-18,0.002441367956255131,0.002441367956255131,0
3.8899999999999957,9.111550648149793,9.111550648149793,-0.0033274478083039237,0.01574362189287593,-0.01424200569349556,0.02693326582809258,-0.003919301247099615,0.007167314506928153,1.2139303340986637e-07,3,1.4237083482216583e-20,0.0002825223901319334,0.0002825223901319334,0
3.9199999999999955,9.519331537480172,9.519331537480172,-0.002236936392227003,0.03970907142676586,-0.03217522239251697,0.029709306022360812,-0.005940115360393763,0.005638077691892233,1.6102051097483655e-07,10,4.58499789384162e-20,0.00030681902431584605,0.013275733487103402,2
3.9499999999999953,13.112765056893398,13.112765056893398,-0.004418157687913803,0.0571089859643414,-0.04024899424703998,0.036457847965161674,-0.007449333817026534,0.011141593240463911,4.3083552302284996e-08,3,4.336808689942018e-19,0.011443344279002175,0.011443344279026975,0
3.979999999999995,18.574202440274135,18.574202440274135,-0.010366092821344867,0.06549419246539584,-0.03421411458430655,0.060852495171354756,-0.007945003969979242,0.02388644114458431,9.217665545605552e-09,3,3.6819554090993315e-20,0.029966997381079698,0.029966997381079698,0
4.0099999999999945,20.464357133649532,20.464357133649532,-0.02039387065010108,0.07404456571730635,-0.011389883334897266,0.10077244276596556,-0.007082104797507698,0.03916974901408962,8.21163114363038e-07,3,8.673617379884035e-19,0.0136981062272601,0.0136981062272601,0
4.039999999999995,18.747351925387964,18.747351925387964,-0.03320701521181594,0.08346340897405066,0.0255680379157792,0.12686082986137506,-0.00488870281721142,0.04650307048262077,1.50429765021371e-06,3,1.8227655197224226e-19,0.0057953385055060334,0.0057953385055060334,0
4.069999999999995,16.883265601314736,16.883265601314736,-0.0456097189071585,0.08959292670904925,0.06842978692289758,0.11289669389822068,-0.0016924796268315107,0.040427473235094685,4.640608422085509e-08,3,6.938893903907228e-18,0.002140584282492558,0.002140584282492558,0
4.099999999999994,18.637881530719454,18.637881530719454,-0.05380492573037522,0.08853703470780865,0.10694652442576283,0.06944065796085501,0.0020291971532984568,0.025611321670372576,6.666657819591557e-13,4,8.673617379884035e-19,0.0059064274804896495,0.0059064274804896495,0
4.129999999999994,21.408339890347587,21.408339890347587,-0.05482261613952993,0.07637082402223996,0.1326150469457367,0.04433916380133912,0.005641279275451233,0.013902584172905609,1.6322134009669505e-09,4,6.922959751447113e-18,0.017640359171256607,0.017640359171256607,0
4.159999999999994,20.845430061515664,20.845430061515664,-0.04692368672003759,0.058107161935553445,0.13847597603491107,0.0581100903185885,0.008248478678189773,0.01483880116619295,6.020461535705584e-07,3,1.7610145627587296e-19,0.001081988088207784,0.0010819880882077771,0
4.189999999999994,17.60512302557431,17.60512302557431,-0.031227835584216237,0.04374092050596504,0.12256537683000877,0.0737664808796855,0.008961931395886927,0.02523523466121795,2.6342329080187877e-07,3,1.6930034384209673e-19,0.00574476825262572,0.00574476825262572,0
4.2199999999999935,13.572139866165728,13.572139866165728,-0.011373015449255109,0.040057482334833354,0.08857145748708058,0.07422444541507107,0.007292996309390456,0.03460695656475722,4.502119976736857e-13,4,1.2504115336627424e-22,0.008606692222159705,0.008606692222159698,0
4.249999999999993,9.824898596355943,9.824898596355943,0.008015634235665968,0.04428257636126772,0.04381211281138979,0.07452324095652446,0.0033579627337838084,0.03452723764029407,7.167419028654475e-11,4,2.4244342044729227e-22,0.0017708354741515172,0.0017708354741515172,0
4.279999999999993,7.026899163378285,7.026899163378285,0.02259373625176473,0.04523170728713884,-0.0027991011245100984,0.05962871139517417,-0.0021274634742944236,0.022959327714938207,8.764601476701737e-07,3,5.928200250388584e-20,0.012109407954210944,0.012109407954210944,0
4.309999999999993,5.6239415914333994,5.6239415914333994,0.02924479757904657,0.040199348466892354,-0.04262787375802741,0.025000230309483625,-0.008014738613266473,0.005278800667603525,7.6262132998783e-10,4,8.764985420825186e-22,0.014206379013974032,0.014206379013974032,0
4.339999999999993,5.992999800151045,5.992999800151045,0.02669667230550197,0.02966821081194777,-0.06886947835337617,-0.0031562033549611887,-0.01300062704013471,-0.009724500454897738,2.9316073167898073e-07,5,3.8179982483749814e-20,0.012996330499134557,0.012996330499134557,0
4.369999999999992,9.885285080428542,9.885285080428542,0.015549930838431559,0.010717602480926697,-0.0768013981270515,-0.017032126634692044,-0.01595029605050145,-0.011993946681609807,7.055687331128244e-09,4,7.424406578492387e-21,0.01011636419289329,0.01011636419289329,0
4.399999999999992,16.874299744893865,16.874299744893865,-0.0025880655429183705,-0.004236496763894886,-0.06323578334417657,0.0014392147068661373,-0.016072716684021982,0.004754902562822597,8.252173007190918e-13,4,1.0978716004833566e-22,0.021174319653558888,0.021174319653558888,0
