Route,Segments,PrimalDof,KktUnknowns,TipDisplacementWidth,PotentialEnergy,LinearResidualInfinityNorm,NonlinearResidualAtLinearSolution,NonlinearResidualToAppliedLoad,LinearizationPointResidualInfinityNorm,TangentSource,WallSeconds,LinearizedEquilibriumConverged,NonlinearEquilibriumSolved,Hexahedra,Dof,StrainEnergy,FreeResidualInfinityNorm,Package,PackageVersion,Element,Finite
production,8,354,450,-1.6960481984392807e-05,8.480224009701423e-09,7.284281319985359e-16,1.1291646768118213e-06,0.005645823384059106,0.00020000000001376737,production-torch-autodiff-at-reference,7.581694800006517,True,False,,,,,,,,
production,16,642,834,-2.057099477623959e-05,1.0285484900796565e-08,5.445391344320842e-16,1.5139225015745096e-06,0.007569612507872548,0.00020000000012455763,production-torch-autodiff-at-reference,15.996246400005475,True,False,,,,,,,,
production,32,1218,1602,-2.200858314273512e-05,1.1004289602483559e-08,7.526546757138395e-16,1.7378895066200812e-06,0.008689447533100405,0.00020000000003837938,production-torch-autodiff-at-reference,45.72619290000148,True,False,,,,,,,,
scikit-fem,8,,,-2.758080816896221e-05,,,,,,,0.8548401000007289,,,16,765,1.3789630761845137e-08,7.549516567451064e-15,scikit-fem,12.0.2,quadratic-hexahedral-vector-elasticity,True
scikit-fem,16,,,-2.789966655551819e-05,,,,,,,1.127184999997553,,,32,1485,1.3948912575855322e-08,6.439293542825908e-15,scikit-fem,12.0.2,quadratic-hexahedral-vector-elasticity,True
scikit-fem,32,,,-2.799130805657034e-05,,,,,,,1.4448233000002801,,,64,2925,1.3994769228203163e-08,6.217040507959163e-15,scikit-fem,12.0.2,quadratic-hexahedral-vector-elasticity,True
